Seq,Stamp,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,C1_Roll,C2_Pitch,C3_Throttle,,T_US,Roll,Pitch,Yaw,x,y,z
30255,18:05.3,210718219,2.65,9.6,204.77,-13.16,22.5557784,88.3082173,1482,1748,1822,,31063743,2.65,9.6,204.77,0.0001802,-5.53E-05,-1.1
30297,18:05.3,210759215,0.98,7.79,204.78,-13.16,22.5557784,88.3082173,1482,1748,1822,,31104739,0.98,7.79,204.78,0.0001802,-5.53E-05,-1.1
30333,18:05.3,210796770,-0.02,8.57,205.26,-13.16,22.5557784,88.3082173,1482,1748,1822,,31142294,-0.02,8.57,205.26,0.0001802,-5.53E-05,-1.1
30368,18:05.4,210836912,-0.68,8.7,205.64,-13.16,22.5557784,88.3082173,1482,1748,1822,,31182436,-0.68,8.7,205.64,0.0001802,-5.53E-05,-1.1
30409,18:05.4,210877847,-1.14,7.9,205.95,-13.16,22.5557784,88.3082173,1482,1747,1822,,31223371,-1.14,7.9,205.95,0.0001802,-5.53E-05,-1.1
30442,18:05.5,210917688,0.38,7.11,205.62,-12.84,22.5557723,88.3082141,1482,1747,1822,,31263212,0.38,7.11,205.62,0.0001741,-5.85E-05,-0.78
30482,18:05.5,210958757,2.9,8.2,204.75,-12.84,22.5557723,88.3082141,1476,1748,1822,,31304281,2.9,8.2,204.75,0.0001741,-5.85E-05,-0.78
30516,18:05.5,210996524,4.38,9.82,204.37,-12.84,22.5557723,88.3082141,1470,1751,1822,,31342048,4.38,9.82,204.37,0.0001741,-5.85E-05,-0.78
30550,18:05.6,211036730,2.67,8.05,204.27,-12.84,22.5557723,88.3082141,1461,1763,1822,,31382254,2.67,8.05,204.27,0.0001741,-5.85E-05,-0.78
30591,18:05.6,211077408,1.24,8.3,204.69,-12.84,22.5557723,88.3082141,1460,1764,1822,,31422932,1.24,8.3,204.69,0.0001741,-5.85E-05,-0.78
30624,18:05.7,211117896,0.42,9.02,205.09,-12.86,22.5557654,88.3082113,1457,1766,1822,,31463420,0.42,9.02,205.09,0.0001672,-6.13E-05,-0.8
30665,18:05.7,211158530,-0.27,8.76,205.54,-12.86,22.5557654,88.3082113,1451,1768,1822,,31504054,-0.27,8.76,205.54,0.0001672,-6.13E-05,-0.8
30699,18:05.7,211196576,0.38,8.18,205.48,-12.86,22.5557654,88.3082113,1448,1769,1822,,31542100,0.38,8.18,205.48,0.0001672,-6.13E-05,-0.8
30732,18:05.8,211236383,2.93,8.64,204.74,-12.86,22.5557654,88.3082113,1445,1770,1822,,31581907,2.93,8.64,204.74,0.0001672,-6.13E-05,-0.8
30776,18:05.8,211277450,4.4,11.12,204.47,-12.86,22.5557654,88.3082113,1444,1773,1822,,31622974,4.4,11.12,204.47,0.0001672,-6.13E-05,-0.8
30811,18:05.9,211318066,3.13,10.08,204.35,-13.04,22.5557583,88.3082081,1442,1773,1822,,31663590,3.13,10.08,204.35,0.0001601,-6.45E-05,-0.98
30851,18:05.9,211358982,1.81,9.68,204.87,-13.04,22.5557583,88.3082081,1441,1775,1822,,31704506,1.81,9.68,204.87,0.0001601,-6.45E-05,-0.98
30885,18:05.9,211396481,0.77,10.71,205.51,-13.04,22.5557583,88.3082081,1429,1776,1822,,31742005,0.77,10.71,205.51,0.0001601,-6.45E-05,-0.98
30919,18:06.0,211436750,0.09,10.93,206.07,-13.04,22.5557583,88.3082081,1429,1778,1822,,31782274,0.09,10.93,206.07,0.0001601,-6.45E-05,-0.98
30958,18:06.0,211477050,0.71,10.52,206.27,-13.04,22.5557583,88.3082081,1426,1778,1822,,31822574,0.71,10.52,206.27,0.0001601,-6.45E-05,-0.98
30993,18:06.1,211517749,3.33,10.46,205.75,-12.75,22.5557509,88.3082047,1423,1779,1822,,31863273,3.33,10.46,205.75,0.0001527,-6.79E-05,-0.69
31033,18:06.1,211559235,5.11,12.97,205.37,-12.75,22.5557509,88.3082047,1419,1782,1822,,31904759,5.11,12.97,205.37,0.0001527,-6.79E-05,-0.69
31068,18:06.1,211596480,4.24,12.82,205.25,-12.75,22.5557509,88.3082047,1410,1784,1822,,31942004,4.24,12.82,205.25,0.0001527,-6.79E-05,-0.69
31101,18:06.2,211636778,2.54,11.58,205.62,-12.75,22.5557509,88.3082047,1410,1784,1822,,31982302,2.54,11.58,205.62,0.0001527,-6.79E-05,-0.69
31144,18:06.2,211677869,1.81,12.67,206.32,-12.75,22.5557509,88.3082047,1408,1785,1822,,32023393,1.81,12.67,206.32,0.0001527,-6.79E-05,-0.69
31177,18:06.3,211718051,1.21,12.89,206.84,-12.74,22.5557419,88.308202,1408,1785,1822,,32063575,1.21,12.89,206.84,0.0001437,-7.06E-05,-0.68
31216,18:06.3,211759055,1.07,12.4,207.17,-12.74,22.5557419,88.308202,1407,1785,1822,,32104579,1.07,12.4,207.17,0.0001437,-7.06E-05,-0.68
31251,18:06.3,211796994,2.86,11.86,206.74,-12.74,22.5557419,88.308202,1406,1785,1822,,32142518,2.86,11.86,206.74,0.0001437,-7.06E-05,-0.68
31287,18:06.4,211836891,5.36,13.92,206.17,-12.74,22.5557419,88.308202,1406,1784,1822,,32182415,5.36,13.92,206.17,0.0001437,-7.06E-05,-0.68
31329,18:06.4,211878389,5.58,14.71,205.95,-12.74,22.5557419,88.308202,1406,1784,1822,,32223913,5.58,14.71,205.95,0.0001437,-7.06E-05,-0.68
31362,18:06.5,211917753,3.81,12.93,206.07,-12.84,22.5557337,88.3081999,1406,1784,1822,,32263277,3.81,12.93,206.07,0.0001355,-7.27E-05,-0.78
31401,18:06.5,211958814,2.86,13.59,206.66,-12.84,22.5557337,88.3081999,1404,1782,1820,,32304338,2.86,13.59,206.66,0.0001355,-7.27E-05,-0.78
31436,18:06.5,211996469,2.34,13.87,207.06,-12.84,22.5557337,88.3081999,1404,1782,1820,,32341993,2.34,13.87,207.06,0.0001355,-7.27E-05,-0.78
31469,18:06.6,212036674,1.79,13.5,207.41,-12.84,22.5557337,88.3081999,1401,1781,1819,,32382198,1.79,13.5,207.41,0.0001355,-7.27E-05,-0.78
31511,18:06.6,212077794,2.86,12.72,207.09,-12.84,22.5557337,88.3081999,1398,1781,1810,,32423318,2.86,12.72,207.09,0.0001355,-7.27E-05,-0.78
31544,18:06.7,212117305,5.25,13.63,206.17,-12.69,22.5557264,88.3081975,1397,1779,1806,,32462829,5.25,13.63,206.17,0.0001282,-7.51E-05,-0.63
31584,18:06.7,212158842,7.05,15.51,205.94,-12.69,22.5557264,88.3081975,1395,1779,1806,,32504366,7.05,15.51,205.94,0.0001282,-7.51E-05,-0.63
31619,18:06.7,212196252,5.21,13.7,205.76,-12.69,22.5557264,88.3081975,1391,1779,1804,,32541776,5.21,13.7,205.76,0.0001282,-7.51E-05,-0.63
31652,18:06.8,212236675,3.63,13.64,206.09,-12.69,22.5557264,88.3081975,1388,1779,1803,,32582199,3.63,13.64,206.09,0.0001282,-7.51E-05,-0.63
31696,18:06.8,212277209,2.8,14.19,206.44,-12.69,22.5557264,88.3081975,1382,1781,1803,,32622733,2.8,14.19,206.44,0.0001282,-7.51E-05,-0.63
31729,18:06.9,212318043,2.05,13.55,206.68,-12.45,22.555719,88.3081951,1379,1781,1803,,32663567,2.05,13.55,206.68,0.0001208,-7.75E-05,-0.39
31770,18:06.9,212359009,2.66,12.67,206.41,-12.45,22.555719,88.3081951,1365,1782,1801,,32704533,2.66,12.67,206.41,0.0001208,-7.75E-05,-0.39
31805,18:06.9,212396507,5.14,12.68,205.39,-12.45,22.555719,88.3081951,1363,1784,1801,,32742031,5.14,12.68,205.39,0.0001208,-7.75E-05,-0.39
31838,18:07.0,212436387,5.88,14.75,204.95,-12.45,22.555719,88.3081951,1352,1786,1801,,32781911,5.88,14.75,204.95,0.0001208,-7.75E-05,-0.39
31880,18:07.0,212477539,4.5,13.45,204.61,-12.45,22.555719,88.3081951,1348,1791,1801,,32823063,4.5,13.45,204.61,0.0001208,-7.75E-05,-0.39
31913,18:07.1,212517828,3.16,12.49,204.99,-12.41,22.5557113,88.308193,1335,1794,1801,,32863352,3.16,12.49,204.99,0.0001131,-7.96E-05,-0.35
31953,18:07.1,212559048,2.16,12.86,205.55,-12.41,22.5557113,88.308193,1331,1795,1801,,32904572,2.16,12.86,205.55,0.0001131,-7.96E-05,-0.35
31988,18:07.1,212596469,1.54,11.84,205.88,-12.41,22.5557113,88.308193,1328,1798,1801,,32941993,1.54,11.84,205.88,0.0001131,-7.96E-05,-0.35
32021,18:07.2,212636815,2.12,10.64,205.86,-12.41,22.5557113,88.308193,1326,1800,1801,,32982339,2.12,10.64,205.86,0.0001131,-7.96E-05,-0.35
32063,18:07.2,212678003,4.64,10.13,204.92,-12.41,22.5557113,88.308193,1312,1801,1801,,33023527,4.64,10.13,204.92,0.0001131,-7.96E-05,-0.35
32097,18:07.3,212717925,6.71,12.22,204.15,-11.69,22.555703,88.3081898,1308,1808,1801,,33063449,6.71,12.22,204.15,0.0001048,-8.28E-05,0.37
32136,18:07.3,212759249,5.27,12.03,203.84,-11.69,22.555703,88.3081898,1302,1812,1801,,33104773,5.27,12.03,203.84,0.0001048,-8.28E-05,0.37
32171,18:07.3,212796748,3.52,10.51,203.94,-11.69,22.555703,88.3081898,1300,1814,1801,,33142272,3.52,10.51,203.94,0.0001048,-8.28E-05,0.37
32204,18:07.4,212836874,2.74,11.12,204.48,-11.69,22.555703,88.3081898,1296,1816,1801,,33182398,2.74,11.12,204.48,0.0001048,-8.28E-05,0.37
32249,18:07.4,212877918,2.25,10.63,204.78,-11.69,22.555703,88.3081898,1290,1822,1801,,33223442,2.25,10.63,204.78,0.0001048,-8.28E-05,0.37
32282,18:07.5,212917686,2.17,9.42,204.75,-11.16,22.5556946,88.3081865,1277,1832,1801,,33263210,2.17,9.42,204.75,9.64E-05,-8.61E-05,0.9
32321,18:07.5,212958890,3.87,8.68,203.92,-11.16,22.5556946,88.3081865,1271,1842,1803,,33304414,3.87,8.68,203.92,9.64E-05,-8.61E-05,0.9
32356,18:07.5,212996523,6.26,10.26,202.77,-11.16,22.5556946,88.3081865,1261,1854,1801,,33342047,6.26,10.26,202.77,9.64E-05,-8.61E-05,0.9
32389,18:07.6,213036300,6.36,11.18,202.36,-11.16,22.5556946,88.3081865,1258,1864,1803,,33381824,6.36,11.18,202.36,9.64E-05,-8.61E-05,0.9
32429,18:07.6,213077404,4.07,9.32,202.17,-11.16,22.5556946,88.3081865,1253,1864,1803,,33422928,4.07,9.32,202.17,9.64E-05,-8.61E-05,0.9
32464,18:07.7,213117814,2.95,9.72,202.55,-10.95,22.555688,88.308183,1249,1864,1803,,33463338,2.95,9.72,202.55,8.98E-05,-8.96E-05,1.11
32502,18:07.7,213158787,2.2,9.8,202.72,-10.95,22.555688,88.308183,1244,1864,1803,,33504311,2.2,9.8,202.72,8.98E-05,-8.96E-05,1.11
32539,18:07.7,213196697,1.67,9.12,202.72,-10.95,22.555688,88.308183,1239,1866,1803,,33542221,1.67,9.12,202.72,8.98E-05,-8.96E-05,1.11
32572,18:07.8,213236635,2.76,8.54,201.97,-10.95,22.555688,88.308183,1222,1877,1803,,33582159,2.76,8.54,201.97,8.98E-05,-8.96E-05,1.11
32614,18:07.8,213277542,5.1,9.3,200.6,-10.95,22.555688,88.308183,1218,1879,1803,,33623066,5.1,9.3,200.6,8.98E-05,-8.96E-05,1.11
32649,18:07.9,213317927,5.6,11.43,200.05,-10.52,22.555682,88.3081787,1217,1888,1803,,33663451,5.6,11.43,200.05,8.38E-05,-9.39E-05,1.54
32688,18:07.9,213358932,3.27,9.78,199.74,-10.52,22.555682,88.3081787,1200,1890,1803,,33704456,3.27,9.78,199.74,8.38E-05,-9.39E-05,1.54
32725,18:07.9,213396204,2.18,9.33,200.16,-10.52,22.555682,88.3081787,1198,1895,1803,,33741728,2.18,9.33,200.16,8.38E-05,-9.39E-05,1.54
32758,18:08.0,213436700,1.5,9.58,200.44,-10.52,22.555682,88.3081787,1196,1895,1801,,33782224,1.5,9.58,200.44,8.38E-05,-9.39E-05,1.54
32799,18:08.0,213476987,1.02,9.08,200.52,-10.52,22.555682,88.3081787,1193,1894,1803,,33822511,1.02,9.08,200.52,8.38E-05,-9.39E-05,1.54
32833,18:08.1,213517931,1.74,8.5,200.06,-10.63,22.5556759,88.3081764,1196,1890,1803,,33863455,1.74,8.5,200.06,7.77E-05,-9.62E-05,1.43
32873,18:08.1,213559057,4.21,8.7,198.79,-10.63,22.5556759,88.3081764,1196,1890,1803,,33904581,4.21,8.7,198.79,7.77E-05,-9.62E-05,1.43
32910,18:08.1,213596473,3.87,11.08,198.13,-10.63,22.5556759,88.3081764,1193,1890,1803,,33941997,3.87,11.08,198.13,7.77E-05,-9.62E-05,1.43
32943,18:08.2,213636473,1.84,10.25,197.9,-10.63,22.5556759,88.3081764,1190,1889,1803,,33981997,1.84,10.25,197.9,7.77E-05,-9.62E-05,1.43
32984,18:08.2,213677900,0.37,9.18,198.42,-10.63,22.5556759,88.3081764,1192,1889,1803,,34023424,0.37,9.18,198.42,7.77E-05,-9.62E-05,1.43
33019,18:08.3,213718226,-0.24,9.86,199.04,-10.76,22.5556698,88.3081732,1186,1892,1801,,34063750,-0.24,9.86,199.04,7.16E-05,-9.94E-05,1.3
33057,18:08.3,213759252,-0.57,9.56,199.41,-10.76,22.5556698,88.3081732,1176,1901,1800,,34104776,-0.57,9.56,199.41,7.16E-05,-9.94E-05,1.3
33093,18:08.3,213796960,0.03,9.22,199.33,-10.76,22.5556698,88.3081732,1171,1902,1795,,34142484,0.03,9.22,199.33,7.16E-05,-9.94E-05,1.3
33126,18:08.4,213836984,2.33,9.25,198.4,-10.76,22.5556698,88.3081732,1142,1920,1794,,34182508,2.33,9.25,198.4,7.16E-05,-9.94E-05,1.3
33165,18:08.4,213877595,3.92,11.78,197.63,-10.76,22.5556698,88.3081732,1129,1921,1785,,34223119,3.92,11.78,197.63,7.16E-05,-9.94E-05,1.3
33204,18:08.5,213917702,1.93,12.17,197.61,-10.71,22.5556642,88.3081692,1123,1932,1776,,34263226,1.93,12.17,197.61,6.6E-05,-0.0001034,1.35
33242,18:08.5,213958930,0.06,10.76,198.05,-10.71,22.5556642,88.3081692,1117,1936,1768,,34304454,0.06,10.76,198.05,6.6E-05,-0.0001034,1.35
33278,18:08.5,213995993,-0.84,11.65,198.72,-10.71,22.5556642,88.3081692,1116,1939,1763,,34341517,-0.84,11.65,198.72,6.6E-05,-0.0001034,1.35
33311,18:08.6,214036664,-1.32,12.03,199.11,-10.71,22.5556642,88.3081692,1113,1942,1760,,34382188,-1.32,12.03,199.11,6.6E-05,-0.0001034,1.35
33352,18:08.6,214077491,-1.72,12.08,199.26,-10.71,22.5556642,88.3081692,1110,1943,1759,,34423015,-1.72,12.08,199.26,6.6E-05,-0.0001034,1.35
33386,18:08.7,214117665,-0.61,12.02,198.61,-10.62,22.5556591,88.3081663,1110,1942,1757,,34463189,-0.61,12.02,198.61,6.09E-05,-0.0001063,1.44
33425,18:08.7,214158867,1.02,14.05,197.71,-10.62,22.5556591,88.3081663,1146,1910,1759,,34504391,1.02,14.05,197.71,6.09E-05,-0.0001063,1.44
33461,18:08.7,214196491,0.88,15.69,197.67,-10.62,22.5556591,88.3081663,1151,1901,1759,,34542015,0.88,15.69,197.67,6.09E-05,-0.0001063,1.44
33494,18:08.8,214236401,-1.44,13.73,198.29,-10.62,22.5556591,88.3081663,1200,1854,1762,,34581925,-1.44,13.73,198.29,6.09E-05,-0.0001063,1.44
33535,18:08.8,214277818,-2.49,13.8,199.25,-10.62,22.5556591,88.3081663,1236,1822,1763,,34623342,-2.49,13.8,199.25,6.09E-05,-0.0001063,1.44
33571,18:08.9,214318270,-3.22,13.7,200.03,-10.08,22.5556568,88.3081629,1264,1779,1766,,34663794,-3.22,13.7,200.03,5.86E-05,-0.0001097,1.98
33611,18:08.9,214358904,-3.79,12.61,200.78,-10.08,22.5556568,88.3081629,1290,1760,1769,,34704428,-3.79,12.61,200.78,5.86E-05,-0.0001097,1.98
33647,18:08.9,214396534,-2.92,11.63,201.06,-10.08,22.5556568,88.3081629,1278,1760,1772,,34742058,-2.92,11.63,201.06,5.86E-05,-0.0001097,1.98
33682,18:09.0,214436696,-0.58,11.75,200.55,-10.08,22.5556568,88.3081629,1206,1829,1773,,34782220,-0.58,11.75,200.55,5.86E-05,-0.0001097,1.98
33723,18:09.0,214477618,0.2,13.64,200.38,-10.08,22.5556568,88.3081629,1158,1868,1775,,34823142,0.2,13.64,200.38,5.86E-05,-0.0001097,1.98
33757,18:09.1,214517440,-1.46,12.55,200.46,-9.01,22.5556573,88.308157,1074,1924,1775,,34862964,-1.46,12.55,200.46,5.91E-05,-0.0001156,3.05
33796,18:09.1,214559001,-2.92,12.74,200.87,-9.01,22.5556573,88.308157,1053,1940,1775,,34904525,-2.92,12.74,200.87,5.91E-05,-0.0001156,3.05
33831,18:09.1,214596019,-4.62,14.21,200.98,-9.01,22.5556573,88.308157,1026,1964,1775,,34941543,-4.62,14.21,200.98,5.91E-05,-0.0001156,3.05
33865,18:09.2,214636624,-5.72,15.08,200.89,-9.01,22.5556573,88.308157,1004,1978,1775,,34982148,-5.72,15.08,200.89,5.91E-05,-0.0001156,3.05
33905,18:09.2,214677758,-5.54,15.3,200.28,-9.01,22.5556573,88.308157,987,1993,1776,,35023282,-5.54,15.3,200.28,5.91E-05,-0.0001156,3.05
33940,18:09.3,214718466,-3.45,15.91,198.59,-8.74,22.5556534,88.3081548,987,2000,1778,,35063990,-3.45,15.91,198.59,5.52E-05,-0.0001178,3.32
33979,18:09.3,214759308,-2.95,18.83,196.76,-8.74,22.5556534,88.3081548,994,1993,1778,,35104832,-2.95,18.83,196.76,5.52E-05,-0.0001178,3.32
34014,18:09.3,214796876,-4.39,18.69,196.2,-8.74,22.5556534,88.3081548,1048,1948,1779,,35142400,-4.39,18.69,196.2,5.52E-05,-0.0001178,3.32
34048,18:09.4,214837038,-5.58,16.7,196.36,-8.74,22.5556534,88.3081548,1139,1901,1779,,35182562,-5.58,16.7,196.36,5.52E-05,-0.0001178,3.32
34089,18:09.4,214877598,-6.85,16.62,196.2,-8.74,22.5556534,88.3081548,1152,1899,1779,,35223122,-6.85,16.62,196.2,5.52E-05,-0.0001178,3.32
34124,18:09.5,214917683,-7.95,15.24,195.96,-8.59,22.5556465,88.3081536,1157,1918,1779,,35263207,-7.95,15.24,195.96,4.83E-05,-0.000119,3.47
34164,18:09.5,214958942,-8.2,13.49,195.34,-8.59,22.5556465,88.3081536,1140,1959,1779,,35304466,-8.2,13.49,195.34,4.83E-05,-0.000119,3.47
34199,18:09.5,214996495,-6.97,12.34,193.39,-8.59,22.5556465,88.3081536,1096,1984,1779,,35342019,-6.97,12.34,193.39,4.83E-05,-0.000119,3.47
34233,18:09.6,215036682,-5.32,13.57,190.51,-8.59,22.5556465,88.3081536,1070,2000,1779,,35382206,-5.32,13.57,190.51,4.83E-05,-0.000119,3.47
34273,18:09.6,215077554,-5.62,13.97,188.97,-8.59,22.5556465,88.3081536,1056,2011,1779,,35423078,-5.62,13.97,188.97,4.83E-05,-0.000119,3.47
34308,18:09.7,215117389,-7.11,11.42,188.61,-8.75,22.555639,88.3081527,1053,2011,1779,,35462913,-7.11,11.42,188.61,4.08E-05,-0.0001199,3.31
34346,18:09.7,215158850,-7.84,11.44,188.22,-8.75,22.555639,88.3081527,1048,2011,1779,,35504374,-7.84,11.44,188.22,4.08E-05,-0.0001199,3.31
34382,18:09.7,215196061,-8.87,10.74,187.61,-8.75,22.555639,88.3081527,1044,2011,1779,,35541585,-8.87,10.74,187.61,4.08E-05,-0.0001199,3.31
34416,18:09.8,215236735,-9.51,9.13,186.96,-8.75,22.555639,88.3081527,1042,2011,1779,,35582259,-9.51,9.13,186.96,4.08E-05,-0.0001199,3.31
34456,18:09.8,215277231,-8.42,7.8,185.24,-8.75,22.555639,88.3081527,1041,2011,1779,,35622755,-8.42,7.8,185.24,4.08E-05,-0.0001199,3.31
34491,18:09.9,215318245,-6.12,7.92,182.36,-8.4,22.5556328,88.3081517,1038,2011,1779,,35663769,-6.12,7.92,182.36,3.46E-05,-0.0001209,3.66
34531,18:09.9,215358951,-5.77,9.56,180.27,-8.4,22.5556328,88.3081517,1041,2000,1779,,35704475,-5.77,9.56,180.27,3.46E-05,-0.0001209,3.66
34566,18:09.9,215396548,-7.74,7.52,179.45,-8.4,22.5556328,88.3081517,1042,1999,1779,,35742072,-7.74,7.52,179.45,3.46E-05,-0.0001209,3.66
34600,18:10.0,215436639,-8.48,6.64,179.02,-8.4,22.5556328,88.3081517,1045,1998,1779,,35782163,-8.48,6.64,179.02,3.46E-05,-0.0001209,3.66
34642,18:10.0,215478060,-9.72,6.33,178.1,-8.4,22.5556328,88.3081517,1048,1993,1779,,35823584,-9.72,6.33,178.1,3.46E-05,-0.0001209,3.66
34677,18:10.1,215517653,-10.75,4.97,177.23,-8.52,22.5556254,88.3081521,1051,1992,1779,,35863177,-10.75,4.97,177.23,2.72E-05,-0.0001205,3.54
34717,18:10.1,215558620,-10.46,3.58,175.76,-8.52,22.5556254,88.3081521,1064,1983,1779,,35904144,-10.46,3.58,175.76,2.72E-05,-0.0001205,3.54
34752,18:10.1,215596525,-8.32,2.97,173.05,-8.52,22.5556254,88.3081521,1069,1968,1779,,35942049,-8.32,2.97,173.05,2.72E-05,-0.0001205,3.54
34786,18:10.2,215636648,-8.92,4.64,170.54,-8.52,22.5556254,88.3081521,1092,1965,1779,,35982172,-8.92,4.64,170.54,2.72E-05,-0.0001205,3.54
34826,18:10.2,215677963,-10.73,3.59,169.5,-8.52,22.5556254,88.3081521,1140,1942,1779,,36023487,-10.73,3.59,169.5,2.72E-05,-0.0001205,3.54
34861,18:10.3,215717909,-12.19,2.27,169.3,-8.77,22.5556196,88.3081525,1178,1952,1779,,36063433,-12.19,2.27,169.3,2.14E-05,-0.0001201,3.29
34902,18:10.3,215758646,-13.43,2.65,168.74,-8.77,22.5556196,88.3081525,1192,1954,1779,,36104170,-13.43,2.65,168.74,2.14E-05,-0.0001201,3.29
34937,18:10.3,215796762,-14.6,2.32,168.11,-8.77,22.5556196,88.3081525,1209,1955,1779,,36142286,-14.6,2.32,168.11,2.14E-05,-0.0001201,3.29
34971,18:10.4,215837035,-14.97,1.84,167.22,-8.77,22.5556196,88.3081525,1211,1955,1779,,36182559,-14.97,1.84,167.22,2.14E-05,-0.0001201,3.29
35011,18:10.4,215877293,-13.03,1.41,165.36,-8.77,22.5556196,88.3081525,1211,1971,1779,,36222817,-13.03,1.41,165.36,2.14E-05,-0.0001201,3.29
35046,18:10.5,215917676,-11.6,3.49,162.86,-8.73,22.555613,88.308153,1193,1978,1779,,36263200,-11.6,3.49,162.86,1.48E-05,-0.0001196,3.33
35085,18:10.5,215958424,-13.42,3.82,161.48,-8.73,22.555613,88.308153,1178,1987,1779,,36303948,-13.42,3.82,161.48,1.48E-05,-0.0001196,3.33
35122,18:10.5,215996618,-15.05,2.66,161.29,-8.73,22.555613,88.308153,1152,1989,1779,,36342142,-15.05,2.66,161.29,1.48E-05,-0.0001196,3.33
35156,18:10.6,216036752,-16.23,4.19,160.75,-8.73,22.555613,88.308153,1136,1998,1778,,36382276,-16.23,4.19,160.75,1.48E-05,-0.0001196,3.33
35196,18:10.6,216077675,-17.38,5.48,159.88,-8.73,22.555613,88.308153,1122,1999,1778,,36423199,-17.38,5.48,159.88,1.48E-05,-0.0001196,3.33
35231,18:10.7,216117746,-18.55,6.67,158.99,-9.05,22.5556036,88.3081559,1107,2011,1778,,36463270,-18.55,6.67,158.99,5.4E-06,-0.0001167,3.01
35269,18:10.7,216158392,-17.54,7.22,157.41,-9.05,22.5556036,88.3081559,1080,2011,1778,,36503916,-17.54,7.22,157.41,5.4E-06,-0.0001167,3.01
35304,18:10.7,216196475,-15.86,9.53,154.77,-9.05,22.5556036,88.3081559,1079,2011,1778,,36541999,-15.86,9.53,154.77,5.4E-06,-0.0001167,3.01
35339,18:10.8,216236657,-15.09,11.76,152.98,-9.05,22.5556036,88.3081559,1079,2011,1776,,36582181,-15.09,11.76,152.98,5.4E-06,-0.0001167,3.01
35379,18:10.8,216277939,-16.55,10.71,152.94,-9.05,22.5556036,88.3081559,1078,2011,1776,,36623463,-16.55,10.71,152.94,5.4E-06,-0.0001167,3.01
35414,18:10.9,216317904,-17.95,11.51,152.45,-9.33,22.5555949,88.3081594,1073,2011,1776,,36663428,-17.95,11.51,152.45,-3.3E-06,-0.0001132,2.73
35454,18:10.9,216358287,-19.37,12.87,151.28,-9.33,22.5555949,88.3081594,1070,2011,1776,,36703811,-19.37,12.87,151.28,-3.3E-06,-0.0001132,2.73
35489,18:10.9,216396036,-20.7,14.09,149.86,-9.33,22.5555949,88.3081594,1072,2011,1776,,36741560,-20.7,14.09,149.86,-3.3E-06,-0.0001132,2.73
35523,18:11.0,216436707,-20.73,14.52,148,-9.33,22.5555949,88.3081594,1086,2003,1776,,36782231,-20.73,14.52,148,-3.3E-06,-0.0001132,2.73
35563,18:11.0,216478220,-19.37,15.72,144.91,-9.33,22.5555949,88.3081594,1098,2000,1776,,36823744,-19.37,15.72,144.91,-3.3E-06,-0.0001132,2.73
35600,18:11.1,216517625,-18.26,18.46,142.01,-9.25,22.5555879,88.308164,1111,1986,1776,,36863149,-18.26,18.46,142.01,-1.03E-05,-0.0001086,2.81
35639,18:11.1,216558482,-18.94,17.34,141.57,-9.25,22.5555879,88.308164,1155,1946,1776,,36904006,-18.94,17.34,141.57,-1.03E-05,-0.0001086,2.81
35674,18:11.1,216596672,-20.21,16.65,141.32,-9.25,22.5555879,88.308164,1196,1923,1776,,36942196,-20.21,16.65,141.32,-1.03E-05,-0.0001086,2.81
35708,18:11.2,216636695,-22.18,17.27,140.42,-9.25,22.5555879,88.308164,1264,1870,1776,,36982219,-22.18,17.27,140.42,-1.03E-05,-0.0001086,2.81
35748,18:11.2,216678727,-23.55,17.37,139.62,-9.25,22.5555879,88.308164,1302,1830,1776,,37024251,-23.55,17.37,139.62,-1.03E-05,-0.0001086,2.81
35783,18:11.3,216718598,-23.63,16.83,138.82,-9.24,22.5555806,88.3081701,1316,1819,1776,,37064122,-23.63,16.83,138.82,-1.76E-05,-0.0001025,2.82
35821,18:11.3,216758511,-21.35,15.99,137.11,-9.24,22.5555806,88.3081701,1369,1775,1776,,37104035,-21.35,15.99,137.11,-1.76E-05,-0.0001025,2.82
35857,18:11.3,216797042,-19.85,17.21,134.28,-9.24,22.5555806,88.3081701,1482,1677,1778,,37142566,-19.85,17.21,134.28,-1.76E-05,-0.0001025,2.82
35891,18:11.4,216836884,-20.14,15.77,133.02,-9.24,22.5555806,88.3081701,1498,1653,1779,,37182408,-20.14,15.77,133.02,-1.76E-05,-0.0001025,2.82
35931,18:11.4,216878075,-20.03,11.84,133.69,-9.24,22.5555806,88.3081701,1500,1640,1779,,37223599,-20.03,11.84,133.69,-1.76E-05,-0.0001025,2.82
35966,18:11.5,216917347,-20.96,9.47,134.94,-8.83,22.5555755,88.308176,1500,1638,1779,,37262871,-20.96,9.47,134.94,-2.27E-05,-9.66E-05,3.23
36004,18:11.5,216958429,-22.17,7.36,136.38,-8.83,22.5555755,88.308176,1500,1646,1779,,37303953,-22.17,7.36,136.38,-2.27E-05,-9.66E-05,3.23
36039,18:11.5,216996071,-22.37,4.23,138.37,-8.83,22.5555755,88.308176,1500,1669,1778,,37341595,-22.37,4.23,138.37,-2.27E-05,-9.66E-05,3.23
36076,18:11.6,217036845,-19.92,1.33,139.74,-8.83,22.5555755,88.308176,1500,1678,1779,,37382369,-19.92,1.33,139.74,-2.27E-05,-9.66E-05,3.23
