Seq,Stamp,TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng,C1_Roll,C2_Pitch,C3_Throttle,,T_US,Roll,Pitch,Yaw,x,y,z
18657,17:52.7,198117772,-14.87,-2.47,197.32,-12.71,22.5558417,88.3082635,1500,1500,1814,,18463296,-14.87,-2.47,197.32,0.0002435,-9.1E-06,-0.65
18696,17:52.7,198158921,-16.91,-2.3,196.69,-12.71,22.5558417,88.3082635,1500,1500,1814,,18504445,-16.91,-2.3,196.69,0.0002435,-9.1E-06,-0.65
18730,17:52.7,198196451,-18.21,-4.21,196.66,-12.71,22.5558417,88.3082635,1500,1500,1814,,18541975,-18.21,-4.21,196.66,0.0002435,-9.1E-06,-0.65
18765,17:52.8,198236842,-17.62,-6.85,196.52,-12.71,22.5558417,88.3082635,1500,1500,1814,,18582366,-17.62,-6.85,196.52,0.0002435,-9.1E-06,-0.65
18805,17:52.8,198277495,-15.6,-6.95,195.05,-12.71,22.5558417,88.3082635,1500,1500,1814,,18623019,-15.6,-6.95,195.05,0.0002435,-9.1E-06,-0.65
18841,17:52.9,198318043,-13.3,-4.42,193.09,-12.76,22.5558328,88.3082553,1500,1501,1814,,18663567,-13.3,-4.42,193.09,0.0002346,-1.73E-05,-0.7
18880,17:52.9,198359223,-13.24,-2.97,191.47,-12.76,22.5558328,88.3082553,1500,1505,1814,,18704747,-13.24,-2.97,191.47,0.0002346,-1.73E-05,-0.7
18914,17:52.9,198396414,-15.1,-2.38,190.23,-12.76,22.5558328,88.3082553,1500,1510,1814,,18741938,-15.1,-2.38,190.23,0.0002346,-1.73E-05,-0.7
18950,17:53.0,198436802,-16.91,-1.95,189.42,-12.76,22.5558328,88.3082553,1500,1510,1814,,18782326,-16.91,-1.95,189.42,0.0002346,-1.73E-05,-0.7
18991,17:53.0,198477852,-18.37,-3.53,189.27,-12.76,22.5558328,88.3082553,1500,1510,1814,,18823376,-18.37,-3.53,189.27,0.0002346,-1.73E-05,-0.7
19025,17:53.1,198517437,-18.23,-6.33,189.23,-13.23,22.5558213,88.3082502,1500,1511,1813,,18862961,-18.23,-6.33,189.23,0.0002231,-2.24E-05,-1.17
19065,17:53.1,198559058,-16.31,-7,187.92,-13.23,22.5558213,88.3082502,1500,1517,1813,,18904582,-16.31,-7,187.92,0.0002231,-2.24E-05,-1.17
19099,17:53.1,198596006,-14.07,-4.31,185.88,-13.23,22.5558213,88.3082502,1500,1521,1813,,18941530,-14.07,-4.31,185.88,0.0002231,-2.24E-05,-1.17
19134,17:53.2,198636667,-13.99,-2.47,184.12,-13.23,22.5558213,88.3082502,1500,1526,1813,,18982191,-13.99,-2.47,184.12,0.0002231,-2.24E-05,-1.17
19174,17:53.2,198678251,-15.62,-1.66,182.75,-13.23,22.5558213,88.3082502,1500,1532,1813,,19023775,-15.62,-1.66,182.75,0.0002231,-2.24E-05,-1.17
19208,17:53.3,198718393,-17.39,-1.02,181.76,-13.42,22.5558101,88.308245,1500,1536,1813,,19063917,-17.39,-1.02,181.76,0.0002119,-2.76E-05,-1.36
19247,17:53.3,198758990,-18.97,-2.26,181.49,-13.42,22.5558101,88.308245,1500,1536,1813,,19104514,-18.97,-2.26,181.49,0.0002119,-2.76E-05,-1.36
19281,17:53.3,198797019,-19.07,-4.98,181.48,-13.42,22.5558101,88.308245,1500,1536,1813,,19142543,-19.07,-4.98,181.48,0.0002119,-2.76E-05,-1.36
19318,17:53.4,198836988,-17.44,-6.06,180.38,-13.42,22.5558101,88.308245,1502,1539,1813,,19182512,-17.44,-6.06,180.38,0.0002119,-2.76E-05,-1.36
19358,17:53.4,198877837,-15.66,-3.48,178.34,-13.42,22.5558101,88.308245,1504,1552,1813,,19223361,-15.66,-3.48,178.34,0.0002119,-2.76E-05,-1.36
19393,17:53.5,198917815,-15.77,-1.32,176.42,-13.33,22.555798,88.3082413,1501,1558,1813,,19263339,-15.77,-1.32,176.42,0.0001998,-3.13E-05,-1.27
19432,17:53.5,198958748,-17.41,-0.17,174.95,-13.33,22.555798,88.3082413,1501,1561,1813,,19304272,-17.41,-0.17,174.95,0.0001998,-3.13E-05,-1.27
19466,17:53.5,198996540,-19.57,0.92,173.89,-13.33,22.555798,88.3082413,1507,1567,1813,,19342064,-19.57,0.92,173.89,0.0001998,-3.13E-05,-1.27
19500,17:53.6,199036339,-21.06,0.27,173.53,-13.33,22.555798,88.3082413,1526,1570,1813,,19381863,-21.06,0.27,173.53,0.0001998,-3.13E-05,-1.27
19543,17:53.6,199077664,-21.14,-2.13,173.53,-13.33,22.555798,88.3082413,1543,1570,1813,,19423188,-21.14,-2.13,173.53,0.0001998,-3.13E-05,-1.27
19577,17:53.7,199117500,-19.52,-3.52,172.67,-13.39,22.5557842,88.3082395,1561,1571,1813,,19463024,-19.52,-3.52,172.67,0.000186,-3.31E-05,-1.33
19616,17:53.7,199158820,-18.25,-1.23,170.62,-13.39,22.5557842,88.3082395,1574,1578,1813,,19504344,-18.25,-1.23,170.62,0.000186,-3.31E-05,-1.33
19650,17:53.7,199196006,-18.26,1.03,168.52,-13.39,22.5557842,88.3082395,1583,1582,1813,,19541530,-18.26,1.03,168.52,0.000186,-3.31E-05,-1.33
19686,17:53.8,199236681,-19.87,2.2,167,-13.39,22.5557842,88.3082395,1583,1583,1813,,19582205,-19.87,2.2,167,0.000186,-3.31E-05,-1.33
19727,17:53.8,199277941,-22.19,3.28,165.87,-13.39,22.5557842,88.3082395,1584,1583,1813,,19623465,-22.19,3.28,165.87,0.000186,-3.31E-05,-1.33
19761,17:53.9,199318392,-23.86,2.93,165.44,-13.55,22.5557705,88.3082384,1586,1583,1813,,19663916,-23.86,2.93,165.44,0.0001723,-3.42E-05,-1.49
19802,17:53.9,199359064,-24.29,0.64,165.58,-13.55,22.5557705,88.3082384,1587,1582,1814,,19704588,-24.29,0.64,165.58,0.0001723,-3.42E-05,-1.49
19836,17:53.9,199396540,-22.99,-1.17,165.09,-13.55,22.5557705,88.3082384,1587,1574,1813,,19742064,-22.99,-1.17,165.09,0.0001723,-3.42E-05,-1.49
19870,17:54.0,199436726,-21.8,0.41,163.06,-13.55,22.5557705,88.3082384,1590,1568,1813,,19782250,-21.8,0.41,163.06,0.0001723,-3.42E-05,-1.49
19912,17:54.0,199477436,-21.88,2.62,160.67,-13.55,22.5557705,88.3082384,1600,1567,1814,,19822960,-21.88,2.62,160.67,0.0001723,-3.42E-05,-1.49
19947,17:54.1,199517733,-23.2,3.7,158.9,-13.77,22.5557569,88.308239,1602,1565,1813,,19863257,-23.2,3.7,158.9,0.0001587,-3.36E-05,-1.71
19987,17:54.1,199558847,-25.4,4.39,157.63,-13.77,22.5557569,88.308239,1608,1564,1814,,19904371,-25.4,4.39,157.63,0.0001587,-3.36E-05,-1.71
20021,17:54.1,199596441,-27.28,3.88,157.14,-13.77,22.5557569,88.308239,1608,1561,1813,,19941965,-27.28,3.88,157.14,0.0001587,-3.36E-05,-1.71
20055,17:54.2,199636387,-27.95,1.4,157.47,-13.77,22.5557569,88.308239,1608,1560,1813,,19981911,-27.95,1.4,157.47,0.0001587,-3.36E-05,-1.71
20096,17:54.2,199678232,-26.8,-1.11,157.43,-13.77,22.5557569,88.308239,1608,1554,1813,,20023756,-26.8,-1.11,157.43,0.0001587,-3.36E-05,-1.71
20130,17:54.3,199718464,-25.79,-0.33,155.72,-14.02,22.5557434,88.3082431,1631,1571,1814,,20063988,-25.79,-0.33,155.72,0.0001452,-2.95E-05,-1.96
20169,17:54.3,199759006,-25.2,1.89,153.25,-14.02,22.5557434,88.3082431,1634,1574,1814,,20104530,-25.2,1.89,153.25,0.0001452,-2.95E-05,-1.96
20203,17:54.3,199796791,-26.22,3.32,151.31,-14.02,22.5557434,88.3082431,1634,1574,1814,,20142315,-26.22,3.32,151.31,0.0001452,-2.95E-05,-1.96
20237,17:54.4,199836948,-28.22,4.17,149.89,-14.02,22.5557434,88.3082431,1634,1574,1814,,20182472,-28.22,4.17,149.89,0.0001452,-2.95E-05,-1.96
20280,17:54.4,199878426,-30.15,4.05,149.27,-14.42,22.5557304,88.30825,1634,1573,1813,,20223950,-30.15,4.05,149.27,0.0001322,-2.26E-05,-2.36
20314,17:54.5,199917753,-31.18,2,149.67,-14.42,22.5557304,88.30825,1630,1570,1813,,20263277,-31.18,2,149.67,0.0001322,-2.26E-05,-2.36
20354,17:54.5,199958834,-30.27,-0.61,150.04,-14.42,22.5557304,88.30825,1630,1570,1813,,20304358,-30.27,-0.61,150.04,0.0001322,-2.26E-05,-2.36
20388,17:54.5,199996635,-28.67,-0.65,148.6,-14.42,22.5557304,88.30825,1631,1568,1814,,20342159,-28.67,-0.65,148.6,0.0001322,-2.26E-05,-2.36
20422,17:54.6,200036707,-26.85,1.61,146,-14.42,22.5557304,88.30825,1643,1570,1814,,20382231,-26.85,1.61,146,0.0001322,-2.26E-05,-2.36
20465,17:54.6,200077762,-27.11,3.05,143.9,-14.42,22.5557304,88.30825,1647,1571,1814,,20423286,-27.11,3.05,143.9,0.0001322,-2.26E-05,-2.36
20499,17:54.7,200117821,-28.94,3.6,142.35,-14.67,22.5557187,88.3082572,1652,1578,1814,,20463345,-28.94,3.6,142.35,0.0001205,-1.54E-05,-2.61
20538,17:54.7,200158513,-31.07,3.69,141.38,-14.67,22.5557187,88.3082572,1653,1577,1814,,20504037,-31.07,3.69,141.38,0.0001205,-1.54E-05,-2.61
20572,17:54.7,200196646,-32.61,1.93,141.59,-14.67,22.5557187,88.3082572,1653,1576,1814,,20542170,-32.61,1.93,141.59,0.0001205,-1.54E-05,-2.61
20606,17:54.8,200236278,-32.31,-0.79,142.17,-14.67,22.5557187,88.3082572,1655,1578,1814,,20581802,-32.31,-0.79,142.17,0.0001205,-1.54E-05,-2.61
20647,17:54.8,200277642,-30.47,-1.65,140.95,-14.67,22.5557187,88.3082572,1656,1584,1814,,20623166,-30.47,-1.65,140.95,0.0001205,-1.54E-05,-2.61
20680,17:54.9,200318396,-27.75,0.58,138.19,-15.56,22.5557048,88.3082672,1653,1589,1814,,20663920,-27.75,0.58,138.19,0.0001066,-5.4E-06,-3.5
20719,17:54.9,200358963,-27.31,2.24,135.87,-15.56,22.5557048,88.3082672,1653,1602,1814,,20704487,-27.31,2.24,135.87,0.0001066,-5.4E-06,-3.5
20756,17:54.9,200396060,-29.04,2.91,134.01,-15.56,22.5557048,88.3082672,1652,1630,1816,,20741584,-29.04,2.91,134.01,0.0001066,-5.4E-06,-3.5
20790,17:55.0,200436799,-31.3,3.45,132.53,-15.56,22.5557048,88.3082672,1642,1631,1816,,20782323,-31.3,3.45,132.53,0.0001066,-5.4E-06,-3.5
20832,17:55.0,200477652,-33.24,2.57,132.16,-15.56,22.5557048,88.3082672,1638,1655,1816,,20823176,-33.24,2.57,132.16,0.0001066,-5.4E-06,-3.5
20866,17:55.1,200517713,-33.4,0.43,132.42,-15.91,22.5556916,88.3082764,1638,1671,1816,,20863237,-33.4,0.43,132.42,9.34E-05,3.8E-06,-3.85
20907,17:55.1,200559260,-31.48,-0.44,131.14,-15.91,22.5556916,88.3082764,1625,1688,1816,,20904784,-31.48,-0.44,131.14,9.34E-05,3.8E-06,-3.85
20942,17:55.1,200596493,-28.57,2,128.04,-15.91,22.5556916,88.3082764,1606,1699,1816,,20942017,-28.57,2,128.04,9.34E-05,3.8E-06,-3.85
20976,17:55.2,200636796,-27.58,4.19,125.27,-15.91,22.5556916,88.3082764,1605,1719,1816,,20982320,-27.58,4.19,125.27,9.34E-05,3.8E-06,-3.85
21017,17:55.2,200677856,-29.16,5.6,123.01,-15.91,22.5556916,88.3082764,1602,1722,1816,,21023380,-29.16,5.6,123.01,9.34E-05,3.8E-06,-3.85
21050,17:55.3,200718044,-31.92,7.55,120.72,-15.72,22.5556823,88.3082846,1600,1731,1816,,21063568,-31.92,7.55,120.72,8.41E-05,1.2E-05,-3.66
21091,17:55.3,200759082,-34.25,8.25,119.35,-15.72,22.5556823,88.3082846,1596,1750,1816,,21104606,-34.25,8.25,119.35,8.41E-05,1.2E-05,-3.66
21126,17:55.3,200796936,-34.64,7.32,118.67,-15.72,22.5556823,88.3082846,1586,1751,1817,,21142460,-34.64,7.32,118.67,8.41E-05,1.2E-05,-3.66
21160,17:55.4,200836767,-32.66,6.76,116.86,-15.72,22.5556823,88.3082846,1587,1784,1817,,21182291,-32.66,6.76,116.86,8.41E-05,1.2E-05,-3.66
21200,17:55.4,200878065,-29.93,9.12,113.3,-15.72,22.5556823,88.3082846,1589,1794,1817,,21223589,-29.93,9.12,113.3,8.41E-05,1.2E-05,-3.66
21237,17:55.5,200917823,-28.62,10.77,110.39,-16.58,22.5556758,88.3082959,1587,1804,1817,,21263347,-28.62,10.77,110.39,7.76E-05,2.33E-05,-4.52
21276,17:55.5,200958797,-30.17,11.62,108.25,-16.58,22.5556758,88.3082959,1584,1807,1817,,21304321,-30.17,11.62,108.25,7.76E-05,2.33E-05,-4.52
21311,17:55.5,200996489,-33,13.94,105.78,-16.58,22.5556758,88.3082959,1574,1808,1819,,21342013,-33,13.94,105.78,7.76E-05,2.33E-05,-4.52
21345,17:55.6,201036643,-35.69,15.61,103.87,-16.58,22.5556758,88.3082959,1571,1808,1819,,21382167,-35.69,15.61,103.87,7.76E-05,2.33E-05,-4.52
21386,17:55.6,201077857,-36.67,15.52,102.86,-16.58,22.5556758,88.3082959,1568,1808,1819,,21423381,-36.67,15.52,102.86,7.76E-05,2.33E-05,-4.52
21421,17:55.7,201117316,-35.01,14.96,101.28,-17.16,22.5556742,88.3083073,1548,1773,1819,,21462840,-35.01,14.96,101.28,7.6E-05,3.47E-05,-5.1
21460,17:55.7,201158824,-32.36,16.74,97.8,-17.16,22.5556742,88.3083073,1540,1763,1819,,21504348,-32.36,16.74,97.8,7.6E-05,3.47E-05,-5.1
21495,17:55.7,201196667,-31,17.7,94.92,-17.16,22.5556742,88.3083073,1539,1762,1819,,21542191,-31,17.7,94.92,7.6E-05,3.47E-05,-5.1
21529,17:55.8,201236681,-31.37,16.58,93.67,-17.16,22.5556742,88.3083073,1532,1747,1819,,21582205,-31.37,16.58,93.67,7.6E-05,3.47E-05,-5.1
21569,17:55.8,201277426,-33.81,16.92,92.37,-17.16,22.5556742,88.3083073,1516,1708,1819,,21622950,-33.81,16.92,92.37,7.6E-05,3.47E-05,-5.1
21603,17:55.9,201318428,-36.42,17.4,91.38,-16.96,22.5556729,88.308319,1514,1684,1819,,21663952,-36.42,17.4,91.38,7.47E-05,4.64E-05,-4.9
21642,17:55.9,201358694,-37.89,15.92,91.7,-16.96,22.5556729,88.308319,1516,1653,1819,,21704218,-37.89,15.92,91.7,7.47E-05,4.64E-05,-4.9
21677,17:55.9,201396460,-36.48,13.15,92.12,-16.96,22.5556729,88.308319,1508,1618,1819,,21741984,-36.48,13.15,92.12,7.47E-05,4.64E-05,-4.9
21713,17:56.0,201436500,-34,12.09,90.17,-16.96,22.5556729,88.308319,1508,1604,1819,,21782024,-34,12.09,90.17,7.47E-05,4.64E-05,-4.9
21753,17:56.0,201477895,-31.14,12.29,87.58,-16.96,22.5556729,88.308319,1510,1596,1819,,21823419,-31.14,12.29,87.58,7.47E-05,4.64E-05,-4.9
21788,17:56.1,201517852,-30.52,10.97,86.05,-16.43,22.5556741,88.3083302,1510,1570,1819,,21863376,-30.52,10.97,86.05,7.59E-05,5.76E-05,-4.37
21829,17:56.1,201559072,-32.02,9.44,85,-16.43,22.5556741,88.3083302,1507,1568,1819,,21904596,-32.02,9.44,85,7.59E-05,5.76E-05,-4.37
21864,17:56.1,201596442,-34.26,7.82,84.49,-16.43,22.5556741,88.3083302,1516,1561,1819,,21941966,-34.26,7.82,84.49,7.59E-05,5.76E-05,-4.37
21898,17:56.2,201636786,-35.8,4.61,85.24,-16.43,22.5556741,88.3083302,1516,1556,1819,,21982310,-35.8,4.61,85.24,7.59E-05,5.76E-05,-4.37
21938,17:56.2,201678795,-35.22,0.6,86.18,-16.43,22.5556741,88.3083302,1516,1556,1819,,22024319,-35.22,0.6,86.18,7.59E-05,5.76E-05,-4.37
21972,17:56.3,201718046,-32.31,-1.84,84.91,-15.92,22.5556796,88.3083437,1516,1556,1819,,22063570,-32.31,-1.84,84.91,8.14E-05,7.11E-05,-3.86
22011,17:56.3,201759249,-29.06,-1.17,82.45,-15.92,22.5556796,88.3083437,1520,1586,1819,,22104773,-29.06,-1.17,82.45,8.14E-05,7.11E-05,-3.86
22046,17:56.3,201796959,-27.73,-1.1,80.33,-15.92,22.5556796,88.3083437,1538,1593,1819,,22142483,-27.73,-1.1,80.33,8.14E-05,7.11E-05,-3.86
22080,17:56.4,201836888,-28.76,-1.53,78.7,-15.92,22.5556796,88.3083437,1538,1608,1819,,22182412,-28.76,-1.53,78.7,8.14E-05,7.11E-05,-3.86
22120,17:56.4,201878260,-31.33,-1.73,77.39,-15.92,22.5556796,88.3083437,1545,1621,1819,,22223784,-31.33,-1.73,77.39,8.14E-05,7.11E-05,-3.86
22154,17:56.5,201917627,-33.24,-3.29,77.21,-15.98,22.5556838,88.3083573,1549,1637,1819,,22263151,-33.24,-3.29,77.21,8.56E-05,8.47E-05,-3.92
22195,17:56.5,201958921,-33.41,-5.88,77.53,-15.98,22.5556838,88.3083573,1552,1671,1819,,22304445,-33.41,-5.88,77.53,8.56E-05,8.47E-05,-3.92
22231,17:56.5,201996538,-30.7,-7.26,75.99,-15.98,22.5556838,88.3083573,1554,1688,1819,,22342062,-30.7,-7.26,75.99,8.56E-05,8.47E-05,-3.92
22265,17:56.6,202036316,-26.9,-5.18,73.01,-15.98,22.5556838,88.3083573,1555,1726,1819,,22381840,-26.9,-5.18,73.01,8.56E-05,8.47E-05,-3.92
22305,17:56.6,202078475,-25.25,-3.61,70.53,-15.98,22.5556838,88.3083573,1570,1760,1819,,22423999,-25.25,-3.61,70.53,8.56E-05,8.47E-05,-3.92
22341,17:56.7,202117504,-26.25,-2.19,68.36,-15.85,22.5556874,88.3083686,1577,1770,1819,,22463028,-26.25,-2.19,68.36,8.92E-05,9.6E-05,-3.79
22380,17:56.7,202158789,-28.67,0.22,66.06,-15.85,22.5556874,88.3083686,1576,1790,1819,,22504313,-28.67,0.22,66.06,8.92E-05,9.6E-05,-3.79
22415,17:56.7,202196620,-30.78,1.48,64.59,-15.85,22.5556874,88.3083686,1580,1798,1819,,22542144,-30.78,1.48,64.59,8.92E-05,9.6E-05,-3.79
22448,17:56.8,202236690,-31.02,1.2,63.59,-15.85,22.5556874,88.3083686,1580,1795,1819,,22582214,-31.02,1.2,63.59,8.92E-05,9.6E-05,-3.79
22489,17:56.8,202278060,-28.74,1.17,61.46,-15.85,22.5556874,88.3083686,1578,1806,1819,,22623584,-28.74,1.17,61.46,8.92E-05,9.6E-05,-3.79
22523,17:56.9,202317793,-25.18,3.79,58.02,-15.57,22.5556947,88.3083775,1577,1795,1819,,22663317,-25.18,3.79,58.02,9.65E-05,0.0001049,-3.51
22562,17:56.9,202358871,-23.37,4.66,55.71,-15.57,22.5556947,88.3083775,1574,1794,1819,,22704395,-23.37,4.66,55.71,9.65E-05,0.0001049,-3.51
22597,17:56.9,202396076,-24.39,4.6,54.28,-15.57,22.5556947,88.3083775,1573,1782,1819,,22741600,-24.39,4.6,54.28,9.65E-05,0.0001049,-3.51
22631,17:57.0,202436777,-26.76,6.44,52.7,-15.57,22.5556947,88.3083775,1565,1773,1819,,22782301,-26.76,6.44,52.7,9.65E-05,0.0001049,-3.51
22673,17:57.0,202477819,-29.06,7.68,51.63,-14.52,22.5557043,88.3083823,1562,1773,1819,,22823343,-29.06,7.68,51.63,0.0001061,0.0001097,-2.46
22708,17:57.1,202516974,-29.75,7.19,51.14,-14.52,22.5557043,88.3083823,1562,1770,1819,,22862498,-29.75,7.19,51.14,0.0001061,0.0001097,-2.46
22748,17:57.1,202559270,-27.68,6.27,49.92,-14.52,22.5557043,88.3083823,1561,1750,1819,,22904794,-27.68,6.27,49.92,0.0001061,0.0001097,-2.46
22784,17:57.1,202596452,-24.48,7.99,47.13,-14.52,22.5557043,88.3083823,1552,1741,1819,,22941976,-24.48,7.99,47.13,0.0001061,0.0001097,-2.46
22817,17:57.2,202636462,-22.69,8.85,44.8,-14.52,22.5557043,88.3083823,1543,1724,1819,,22981986,-22.69,8.85,44.8,0.0001061,0.0001097,-2.46
22858,17:57.2,202678719,-23.07,7.82,43.5,-14.52,22.5557043,88.3083823,1536,1706,1819,,23024243,-23.07,7.82,43.5,0.0001061,0.0001097,-2.46
22892,17:57.3,202718453,-25.37,8.27,42.25,-13.9,22.5557125,88.3083874,1533,1696,1819,,23063977,-25.37,8.27,42.25,0.0001143,0.0001148,-1.84
22931,17:57.3,202759229,-27.52,8.53,41.44,-13.9,22.5557125,88.3083874,1533,1686,1819,,23104753,-27.52,8.53,41.44,0.0001143,0.0001148,-1.84
22966,17:57.3,202796945,-28.76,6.86,41.47,-13.9,22.5557125,88.3083874,1533,1671,1819,,23142469,-28.76,6.86,41.47,0.0001143,0.0001148,-1.84
22999,17:57.4,202836977,-27.25,4.37,41.15,-13.9,22.5557125,88.3083874,1532,1669,1819,,23182501,-27.25,4.37,41.15,0.0001143,0.0001148,-1.84
23040,17:57.4,202878571,-24.94,4.45,38.98,-13.69,22.5557212,88.3083941,1530,1669,1819,,23224095,-24.94,4.45,38.98,0.000123,0.0001215,-1.63
23074,17:57.5,202916795,-22.4,5.48,36.47,-13.69,22.5557212,88.3083941,1518,1652,1819,,23262319,-22.4,5.48,36.47,0.000123,0.0001215,-1.63
23113,17:57.5,202958914,-22.16,5,34.78,-13.69,22.5557212,88.3083941,1518,1642,1819,,23304438,-22.16,5,34.78,0.000123,0.0001215,-1.63
23151,17:57.5,202996231,-23.88,4.77,33.41,-13.69,22.5557212,88.3083941,1516,1638,1819,,23341755,-23.88,4.77,33.41,0.000123,0.0001215,-1.63
23184,17:57.6,203036627,-25.82,4.53,32.45,-13.69,22.5557212,88.3083941,1516,1637,1819,,23382151,-25.82,4.53,32.45,0.000123,0.0001215,-1.63
23225,17:57.6,203077476,-27.33,2.48,32.38,-13.69,22.5557212,88.3083941,1516,1636,1819,,23423000,-27.33,2.48,32.38,0.000123,0.0001215,-1.63
23261,17:57.7,203117735,-26.55,-0.45,32.25,-12.65,22.5557323,88.3083976,1521,1637,1819,,23463259,-26.55,-0.45,32.25,0.0001341,0.000125,-0.59
23300,17:57.7,203158858,-24.04,-1.41,30.27,-12.65,22.5557323,88.3083976,1521,1640,1819,,23504382,-24.04,-1.41,30.27,0.0001341,0.000125,-0.59
23335,17:57.7,203196489,-21.11,0.01,27.65,-12.65,22.5557323,88.3083976,1523,1643,1819,,23542013,-21.11,0.01,27.65,0.0001341,0.000125,-0.59
23368,17:57.8,203236420,-20.42,0.27,25.66,-12.65,22.5557323,88.3083976,1523,1642,1819,,23581944,-20.42,0.27,25.66,0.0001341,0.000125,-0.59
23409,17:57.8,203277850,-21.85,0.41,24.06,-12.65,22.5557323,88.3083976,1524,1642,1819,,23623374,-21.85,0.41,24.06,0.0001341,0.000125,-0.59
23443,17:57.9,203318448,-24,0.81,22.72,-12.65,22.555742,88.3084028,1523,1642,1819,,23663972,-24,0.81,22.72,0.0001438,0.0001302,-0.59
23482,17:57.9,203358964,-25.65,-0.48,22.25,-12.65,22.555742,88.3084028,1523,1642,1819,,23704488,-25.65,-0.48,22.25,0.0001438,0.0001302,-0.59
23516,17:57.9,203396631,-25.57,-2.95,21.97,-12.65,22.555742,88.3084028,1527,1643,1819,,23742155,-25.57,-2.95,21.97,0.0001438,0.0001302,-0.59
23550,17:58.0,203436622,-23.36,-4.02,20.11,-12.65,22.555742,88.3084028,1529,1646,1819,,23782146,-23.36,-4.02,20.11,0.0001438,0.0001302,-0.59
23591,17:58.0,203477611,-20.52,-2.07,17.29,-12.65,22.555742,88.3084028,1532,1649,1822,,23823135,-20.52,-2.07,17.29,0.0001438,0.0001302,-0.59
23628,17:58.1,203517704,-19.85,-1.13,15.08,-13.79,22.5557522,88.3084104,1533,1650,1829,,23863228,-19.85,-1.13,15.08,0.000154,0.0001378,-1.73
23668,17:58.1,203558965,-21.07,-0.7,13.39,-13.79,22.5557522,88.3084104,1527,1652,1830,,23904489,-21.07,-0.7,13.39,0.000154,0.0001378,-1.73
23702,17:58.1,203596236,-23.16,0.34,11.85,-13.79,22.5557522,88.3084104,1516,1660,1833,,23941760,-23.16,0.34,11.85,0.000154,0.0001378,-1.73
23737,17:58.2,203636640,-24.88,-0.04,11.14,-13.79,22.5557522,88.3084104,1511,1662,1835,,23982164,-24.88,-0.04,11.14,0.000154,0.0001378,-1.73
23778,17:58.2,203677820,-25,-1.94,10.76,-13.79,22.5557522,88.3084104,1507,1665,1835,,24023344,-25,-1.94,10.76,0.000154,0.0001378,-1.73
23812,17:58.3,203718048,-22.99,-3.05,9.12,-14.39,22.5557632,88.3084155,1505,1666,1836,,24063572,-22.99,-3.05,9.12,0.000165,0.0001429,-2.33
23851,17:58.3,203759341,-20.41,-0.92,6.3,-14.39,22.5557632,88.3084155,1504,1671,1836,,24104865,-20.41,-0.92,6.3,0.000165,0.0001429,-2.33
23885,17:58.3,203797073,-19.7,0.35,4,-14.39,22.5557632,88.3084155,1502,1681,1836,,24142597,-19.7,0.35,4,0.000165,0.0001429,-2.33
23919,17:58.4,203836824,-20.84,0.87,2.36,-14.39,22.5557632,88.3084155,1502,1693,1836,,24182348,-20.84,0.87,2.36,0.000165,0.0001429,-2.33
23960,17:58.4,203878267,-22.91,2.47,0.89,-14.39,22.5557632,88.3084155,1502,1694,1836,,24223791,-22.91,2.47,0.89,0.000165,0.0001429,-2.33
23994,17:58.5,203917684,-24.55,3.02,0.02,-14.84,22.5557742,88.3084185,1502,1697,1838,,24263208,-24.55,3.02,0.02,0.000176,0.0001459,-2.78
24033,17:58.5,203958905,-24.83,1.82,359.62,-14.84,22.5557742,88.3084185,1502,1699,1839,,24304429,-24.83,1.82,359.62,0.000176,0.0001459,-2.78
24067,17:58.5,203996568,-22.98,0.8,358.41,-14.84,22.5557742,88.3084185,1504,1699,1839,,24342092,-22.98,0.8,358.41,0.000176,0.0001459,-2.78
24104,17:58.6,204036692,-20.69,2.74,355.78,-14.84,22.5557742,88.3084185,1504,1702,1841,,24382216,-20.69,2.74,355.78,0.000176,0.0001459,-2.78
24145,17:58.6,204078075,-19.75,4.29,353.48,-14.84,22.5557742,88.3084185,1504,1704,1841,,24423599,-19.75,4.29,353.48,0.000176,0.0001459,-2.78
24179,17:58.7,204117310,-20.69,4.59,351.95,-14.97,22.5557853,88.3084195,1504,1709,1842,,24462834,-20.69,4.59,351.95,0.0001871,0.0001469,-2.91
24220,17:58.7,204158912,-22.9,5.97,350.62,-14.97,22.5557853,88.3084195,1504,1710,1844,,24504436,-22.9,5.97,350.62,0.0001871,0.0001469,-2.91
24254,17:58.7,204196018,-24.75,6.71,349.81,-14.97,22.5557853,88.3084195,1505,1710,1844,,24541542,-24.75,6.71,349.81,0.0001871,0.0001469,-2.91
24288,17:58.8,204236667,-25.56,5.66,349.6,-14.97,22.5557853,88.3084195,1505,1710,1844,,24582191,-25.56,5.66,349.6,0.0001871,0.0001469,-2.91
24331,17:58.8,204277753,-24.01,4.14,348.89,-14.97,22.5557853,88.3084195,1505,1713,1844,,24623277,-24.01,4.14,348.89,0.0001871,0.0001469,-2.91
24365,17:58.9,204318008,-21.57,5.42,346.49,-15.74,22.5557957,88.3084183,1505,1715,1844,,24663532,-21.57,5.42,346.49,0.0001975,0.0001457,-3.68
24404,17:58.9,204358896,-20.2,6.94,344.11,-15.74,22.5557957,88.3084183,1505,1715,1844,,24704420,-20.2,6.94,344.11,0.0001975,0.0001457,-3.68
